CURVE,X,Y
159,89,0
159,90,4.6
159,100,5.2
159,130,6.7
159,140,7.1
159,190,8.6
159,220,9.2
93,69,0
640,69,0
640,70,0.00102
213,69,0
213,70,0.0015
888,69,0
888,70,0.00153
645,69,0
645,70,0.00153
210,69,0
210,70,0.0161
102,69,0
102,70,0.0015
797,69,0
797,70,0.01643
642,69,0
642,70,0.01643
641,69,0
641,70,0.02602
230,69,0
230,70,0.1
211,69,0
211,70,0.09799
99,69,0
99,70,0.0161
463,69,0
463,70,0.2
209,69,0
209,70,0.19598
118,69,0
118,70,0.2
798,69,0
798,70,0.37532
799,69,0
799,70,0.57815
644,69,0
644,70,0.57815
643,69,0
643,70,0.37532
229,69,0
229,70,0.3
101,69,0
101,70,0.24498
231,69,0
231,70,0.6
444,69,0
444,70,0.7
444,80,0.9
444,90,1
212,69,0
212,70,0.68593
100,69,0
100,70,0.58794
98,69,0
98,70,0.14699
97,69,0
97,70,0.001
464,69,0
464,70,0.8
882,69,0
882,70,0.8
882,80,1
882,90,1.1
458,69,0
458,70,0.9
458,90,1.3
202,69,0
202,70,0.9
202,80,1
202,90,1.2
119,69,0
119,70,0.8
449,69,0
449,70,1.1
449,90,1.5
113,69,0
113,70,1.1
113,80,1.3
113,90,1.4
103,69,0
103,70,1
94,69,0
94,70,1
94,90,1
94,91,0
638,69,0
638,70,1.3
638,80,1.6
638,90,1.8
462,69,0
462,70,1.4
462,90,2
207,69,0
207,70,1.3
207,90,1.7
793,69,0
793,70,11.8
793,80,14.1
793,90,16.2
446,69,0
446,70,11.6
446,80,13.8
446,90,15.8
228,69,0
228,70,1.7
228,90,2.3
117,69,0
117,70,1.6
117,90,2.2
887,69,0
887,70,1.2
887,80,1.5
887,90,1.7
223,69,0
223,70,1.2
223,80,1.3
223,90,1.5
91,69,0
91,70,1.2
91,90,1.6
884,69,0
884,70,13.2
884,80,15.6
884,90,17.9
635,69,0
635,70,14.3
635,80,16.7
635,90,18.9
460,69,0
460,70,15.3
460,80,18.3
460,90,21
204,69,0
204,70,14
204,90,18.6
883,69,0
883,70,21
883,80,24.8
883,90,28.3
634,69,0
634,70,22.6
634,80,26.4
634,90,30
792,69,0
792,70,18.7
792,80,22.3
792,90,25.6
225,69,0
225,70,18.7
225,80,21.7
225,90,24.8
445,69,0
445,70,105.8
445,80,125.9
445,90,144.6
226,69,0
226,70,113.6
226,80,132.4
226,90,150.7
205,69,0
205,70,85.2
205,80,99.3
205,90,113
115,69,0
115,70,17.2
115,80,20.3
115,90,23.2
88,69,0
88,70,13
88,80,15.3
88,90,17.5
459,69,0
459,70,140.1
459,80,166.7
459,90,191.5
448,69,0
448,70,176.3
448,80,209.8
448,90,240.9
203,69,0
203,70,170.4
203,80,198.6
203,90,226
114,69,0
